ZipCode,GeoID_Label,Households_Estimate,MHI_Estimate
12475,ZCTA5 12475,127,-
12477,ZCTA5 12477,7410,58478
12480,ZCTA5 12480,303,68472
12481,ZCTA5 12481,576,56053
12482,ZCTA5 12482,207,41220
12483,ZCTA5 12483,175,-
12484,ZCTA5 12484,1194,60517
12485,ZCTA5 12485,580,54918
12486,ZCTA5 12486,595,93011
12487,ZCTA5 12487,1347,64699
12489,ZCTA5 12489,134,78649
12490,ZCTA5 12490,13,-
12491,ZCTA5 12491,643,62868
12492,ZCTA5 12492,132,50455
12493,ZCTA5 12493,144,88173
12494,ZCTA5 12494,322,65913
12495,ZCTA5 12495,134,130750
12496,ZCTA5 12496,604,57045
12498,ZCTA5 12498,2414,72722
12501,ZCTA5 12501,1047,64250
12502,ZCTA5 12502,476,76034
12503,ZCTA5 12503,265,65104
12504,ZCTA5 12504,46,145833
12507,ZCTA5 12507,75,73250
12508,ZCTA5 12508,7013,73396
12512,ZCTA5 12512,60,-
12513,ZCTA5 12513,187,65660
12514,ZCTA5 12514,1190,104621
12515,ZCTA5 12515,566,55976
12516,ZCTA5 12516,661,71435
12517,ZCTA5 12517,216,44833
12518,ZCTA5 12518,2439,76506
12520,ZCTA5 12520,1073,102386
12521,ZCTA5 12521,614,90046
12522,ZCTA5 12522,1958,51799
12523,ZCTA5 12523,698,75263
12524,ZCTA5 12524,5945,79197
12525,ZCTA5 12525,1132,75167
12526,ZCTA5 12526,1531,74744
12527,ZCTA5 12527,0,-
12528,ZCTA5 12528,4937,71857
12529,ZCTA5 12529,1101,59375
12530,ZCTA5 12530,89,-
12531,ZCTA5 12531,1076,81860
12533,ZCTA5 12533,8786,101762
12534,ZCTA5 12534,7726,46508
12538,ZCTA5 12538,4946,73621
12540,ZCTA5 12540,2706,109444
12542,ZCTA5 12542,2324,75000
12543,ZCTA5 12543,1339,61563
12545,ZCTA5 12545,1979,81219
12546,ZCTA5 12546,1217,54931
12547,ZCTA5 12547,1004,78963
12548,ZCTA5 12548,584,55703
12549,ZCTA5 12549,3867,90792
12550,ZCTA5 12550,18777,58534
12553,ZCTA5 12553,9294,73836
12561,ZCTA5 12561,6170,68340
12563,ZCTA5 12563,2238,88438
12564,ZCTA5 12564,2763,84556
12565,ZCTA5 12565,572,39891
12566,ZCTA5 12566,3790,76148
12567,ZCTA5 12567,1248,57727
12569,ZCTA5 12569,4124,80050
12570,ZCTA5 12570,2571,102835
12571,ZCTA5 12571,3991,74142
12572,ZCTA5 12572,3651,79628
12574,ZCTA5 12574,93,-
12575,ZCTA5 12575,764,101912
12577,ZCTA5 12577,553,126442
12578,ZCTA5 12578,846,102639
12580,ZCTA5 12580,1504,75750
12581,ZCTA5 12581,929,76750
12582,ZCTA5 12582,1432,103771
12583,ZCTA5 12583,830,74375
12585,ZCTA5 12585,301,110114
12586,ZCTA5 12586,4143,74350
12589,ZCTA5 12589,4825,83143
12590,ZCTA5 12590,12583,84295
12592,ZCTA5 12592,402,53906
12594,ZCTA5 12594,1507,62953
12601,ZCTA5 12601,15874,43802
12603,ZCTA5 12603,15642,80240
12604,ZCTA5 12604,6,-
12701,ZCTA5 12701,4153,37767
12719,ZCTA5 12719,506,56923
12720,ZCTA5 12720,120,82560
12721,ZCTA5 12721,1981,64801
12722,ZCTA5 12722,78,73250
12723,ZCTA5 12723,636,53600
12724,ZCTA5 12724,155,64491
12725,ZCTA5 12725,76,78333
12726,ZCTA5 12726,513,67813
12729,ZCTA5 12729,842,49091
12732,ZCTA5 12732,348,40625
12733,ZCTA5 12733,322,32188
12734,ZCTA5 12734,358,73300
12736,ZCTA5 12736,29,-
12737,ZCTA5 12737,648,75488
12738,ZCTA5 12738,159,61830
12740,ZCTA5 12740,632,70608
12741,ZCTA5 12741,120,57857
12742,ZCTA5 12742,35,-
12743,ZCTA5 12743,168,51635
12745,ZCTA5 12745,84,59000
12746,ZCTA5 12746,384,90690
12747,ZCTA5 12747,621,64708
12748,ZCTA5 12748,778,66500
12749,ZCTA5 12749,195,52829
12750,ZCTA5 12750,79,78125
12751,ZCTA5 12751,299,50288
12752,ZCTA5 12752,120,40000
12754,ZCTA5 12754,2475,37485
12758,ZCTA5 12758,1643,50388
12759,ZCTA5 12759,619,27450
12760,ZCTA5 12760,213,57560
12762,ZCTA5 12762,224,38571
12763,ZCTA5 12763,219,67734
12764,ZCTA5 12764,737,46736
12765,ZCTA5 12765,368,88553
12766,ZCTA5 12766,142,68661
12767,ZCTA5 12767,39,108250
12768,ZCTA5 12768,338,64278
12769,ZCTA5 12769,116,76250
12770,ZCTA5 12770,109,70703
12771,ZCTA5 12771,5389,52333
12775,ZCTA5 12775,742,94643
12776,ZCTA5 12776,907,53516
12777,ZCTA5 12777,402,80500
12778,ZCTA5 12778,262,-
12779,ZCTA5 12779,635,37900
12780,ZCTA5 12780,850,44412
12781,ZCTA5 12781,53,-
12783,ZCTA5 12783,493,66917
12784,ZCTA5 12784,12,-
12785,ZCTA5 12785,358,50750
12786,ZCTA5 12786,220,49886
12787,ZCTA5 12787,104,58214
12788,ZCTA5 12788,748,58103
12789,ZCTA5 12789,991,45250
12790,ZCTA5 12790,1740,62391
12791,ZCTA5 12791,236,77600
12792,ZCTA5 12792,62,42813
12801,ZCTA5 12801,6389,48901
12803,ZCTA5 12803,3581,60371
12804,ZCTA5 12804,10729,70273
12808,ZCTA5 12808,199,62396
12809,ZCTA5 12809,1418,50950
12810,ZCTA5 12810,283,58304
12811,ZCTA5 12811,18,-
12812,ZCTA5 12812,37,71042
12814,ZCTA5 12814,582,57857
12815,ZCTA5 12815,440,63036
12816,ZCTA5 12816,1994,53281
12817,ZCTA5 12817,1028,61463
12819,ZCTA5 12819,136,59643
12821,ZCTA5 12821,141,-
12822,ZCTA5 12822,2366,55263
12823,ZCTA5 12823,151,-
12824,ZCTA5 12824,496,64231
12827,ZCTA5 12827,1435,62404
12828,ZCTA5 12828,3579,50320
12831,ZCTA5 12831,6488,82443
12832,ZCTA5 12832,2698,41635
12833,ZCTA5 12833,1715,80469
12834,ZCTA5 12834,2547,72523
12835,ZCTA5 12835,1040,55893
12836,ZCTA5 12836,319,58281
12837,ZCTA5 12837,317,60573
12838,ZCTA5 12838,225,59044
12839,ZCTA5 12839,5135,47407
12841,ZCTA5 12841,67,55208
12842,ZCTA5 12842,230,55813
12843,ZCTA5 12843,162,32177
12844,ZCTA5 12844,99,60469
12845,ZCTA5 12845,1996,67278
12846,ZCTA5 12846,1290,53676
12847,ZCTA5 12847,101,55694
12849,ZCTA5 12849,146,66635
12850,ZCTA5 12850,1248,76316
12851,ZCTA5 12851,135,39792
12852,ZCTA5 12852,224,46500
12853,ZCTA5 12853,661,38813
12855,ZCTA5 12855,116,45000
12856,ZCTA5 12856,50,-
12857,ZCTA5 12857,199,56875
12858,ZCTA5 12858,41,72188
12859,ZCTA5 12859,861,66250
12860,ZCTA5 12860,259,65286
12861,ZCTA5 12861,296,54333
12862,ZCTA5 12862,6,-
12863,ZCTA5 12863,275,116125
12864,ZCTA5 12864,26,-
12865,ZCTA5 12865,1608,60172
12866,ZCTA5 12866,17005,77977
12870,ZCTA5 12870,491,48542
12871,ZCTA5 12871,1651,68493
12872,ZCTA5 12872,17,29625
12873,ZCTA5 12873,345,47917
12874,ZCTA5 12874,87,71458
12878,ZCTA5 12878,280,51389
12883,ZCTA5 12883,2055,48750
12884,ZCTA5 12884,166,43750
12885,ZCTA5 12885,1829,48264
12886,ZCTA5 12886,86,98571
12887,ZCTA5 12887,1946,44677
12901,ZCTA5 12901,13086,48563
12903,ZCTA5 12903,597,57625
12910,ZCTA5 12910,606,45444
12911,ZCTA5 12911,4,-
12912,ZCTA5 12912,866,57819
12913,ZCTA5 12913,540,57813
12914,ZCTA5 12914,353,50938
12916,ZCTA5 12916,804,62549
12917,ZCTA5 12917,587,52171
12918,ZCTA5 12918,890,61886
12919,ZCTA5 12919,1274,35641
12920,ZCTA5 12920,1016,55615
12921,ZCTA5 12921,961,74668
12922,ZCTA5 12922,20,-
12923,ZCTA5 12923,256,41667
12924,ZCTA5 12924,54,-
12926,ZCTA5 12926,906,47857
12927,ZCTA5 12927,103,35625
12928,ZCTA5 12928,741,52878
12929,ZCTA5 12929,292,46500
12930,ZCTA5 12930,285,48750
12932,ZCTA5 12932,559,47950
12933,ZCTA5 12933,15,-
12934,ZCTA5 12934,395,43036
12935,ZCTA5 12935,649,49563
12936,ZCTA5 12936,208,64167
12937,ZCTA5 12937,711,44609
12939,ZCTA5 12939,106,56389
12941,ZCTA5 12941,531,65099
12942,ZCTA5 12942,387,56528
12943,ZCTA5 12943,166,41667
12944,ZCTA5 12944,1676,48000
12945,ZCTA5 12945,209,62303
12946,ZCTA5 12946,2003,60801
12950,ZCTA5 12950,316,68750
12952,ZCTA5 12952,222,32222
12953,ZCTA5 12953,4820,49561
12955,ZCTA5 12955,156,62000
12956,ZCTA5 12956,373,57188
12957,ZCTA5 12957,723,39006
12958,ZCTA5 12958,997,50625
12959,ZCTA5 12959,637,37601
12960,ZCTA5 12960,431,79622
12961,ZCTA5 12961,148,28980
12962,ZCTA5 12962,2402,71033
12964,ZCTA5 12964,37,158438
12965,ZCTA5 12965,180,41375
12966,ZCTA5 12966,1070,47500
12967,ZCTA5 12967,423,43950
12969,ZCTA5 12969,233,41058
12970,ZCTA5 12970,142,54167
12972,ZCTA5 12972,2178,67794
12973,ZCTA5 12973,48,61071
12974,ZCTA5 12974,660,51389
12975,ZCTA5 12975,145,-
12976,ZCTA5 12976,102,68750
12977,ZCTA5 12977,36,-
12978,ZCTA5 12978,144,-
12979,ZCTA5 12979,978,57727
12980,ZCTA5 12980,530,41477
12981,ZCTA5 12981,982,64167
12983,ZCTA5 12983,3384,55365
12985,ZCTA5 12985,569,41312
12986,ZCTA5 12986,2524,54861
12987,ZCTA5 12987,130,32500
12989,ZCTA5 12989,434,66167
12992,ZCTA5 12992,2097,51433
12993,ZCTA5 12993,670,47727
12996,ZCTA5 12996,926,63750
12997,ZCTA5 12997,538,58229
12998,ZCTA5 12998,185,42734
13020,ZCTA5 13020,74,56750
13021,ZCTA5 13021,16895,48869
13024,ZCTA5 13024,0,-
13026,ZCTA5 13026,589,62188
13027,ZCTA5 13027,13683,72908
13028,ZCTA5 13028,554,57500
13029,ZCTA5 13029,2842,70443
13030,ZCTA5 13030,1456,62625
13031,ZCTA5 13031,6350,72334
13032,ZCTA5 13032,4786,57078
13033,ZCTA5 13033,1388,60000
13034,ZCTA5 13034,768,65625
13035,ZCTA5 13035,3194,73750
13036,ZCTA5 13036,3533,53358
13037,ZCTA5 13037,3376,71098
13039,ZCTA5 13039,6641,88233
13040,ZCTA5 13040,1027,49155
13041,ZCTA5 13041,4214,83774
13042,ZCTA5 13042,979,51855
13044,ZCTA5 13044,969,59583
13045,ZCTA5 13045,10738,50042
13051,ZCTA5 13051,102,-
13052,ZCTA5 13052,597,54375
13053,ZCTA5 13053,1798,66136
13054,ZCTA5 13054,500,65714
13057,ZCTA5 13057,6113,58788
13060,ZCTA5 13060,1131,69107
13061,ZCTA5 13061,434,68889
13062,ZCTA5 13062,22,-
13063,ZCTA5 13063,640,82500
13064,ZCTA5 13064,34,-
13066,ZCTA5 13066,5165,84193
13068,ZCTA5 13068,2204,61761
13069,ZCTA5 13069,9262,46300
13071,ZCTA5 13071,353,61607
13072,ZCTA5 13072,250,53000
13073,ZCTA5 13073,2656,58125
13074,ZCTA5 13074,1573,54347
13076,ZCTA5 13076,930,54855
13077,ZCTA5 13077,2615,60337
13078,ZCTA5 13078,3768,87596
13080,ZCTA5 13080,1363,56226
13081,ZCTA5 13081,446,74250
13082,ZCTA5 13082,1763,72131
13083,ZCTA5 13083,705,63450
13084,ZCTA5 13084,1645,63438
13087,ZCTA5 13087,78,147907
13088,ZCTA5 13088,10282,54647
13090,ZCTA5 13090,12021,71952
13092,ZCTA5 13092,973,66838
13101,ZCTA5 13101,909,63381
13102,ZCTA5 13102,10,-
13103,ZCTA5 13103,128,67632
13104,ZCTA5 13104,5994,105000
13108,ZCTA5 13108,2436,74490
13110,ZCTA5 13110,949,77431
13111,ZCTA5 13111,617,46685
13112,ZCTA5 13112,698,58500
13113,ZCTA5 13113,89,71094
13114,ZCTA5 13114,2463,59590
13115,ZCTA5 13115,96,50909
13116,ZCTA5 13116,1368,58116
13117,ZCTA5 13117,97,47417
13118,ZCTA5 13118,2130,54901
13120,ZCTA5 13120,803,65091
13122,ZCTA5 13122,452,78235
13123,ZCTA5 13123,101,55825
13124,ZCTA5 13124,39,46250
13126,ZCTA5 13126,13550,50104
13131,ZCTA5 13131,1403,56505
13132,ZCTA5 13132,1490,60185
13134,ZCTA5 13134,56,73929
13135,ZCTA5 13135,2598,52545
13136,ZCTA5 13136,186,42045
13138,ZCTA5 13138,0,-
13140,ZCTA5 13140,1793,53598
13141,ZCTA5 13141,250,51154
13142,ZCTA5 13142,2450,46161
13143,ZCTA5 13143,1058,52645
13144,ZCTA5 13144,641,46635
13145,ZCTA5 13145,765,51028
13146,ZCTA5 13146,822,49722
13147,ZCTA5 13147,490,54792
13148,ZCTA5 13148,4495,52331
13152,ZCTA5 13152,3566,85556
13153,ZCTA5 13153,155,43750
13155,ZCTA5 13155,291,51750
13156,ZCTA5 13156,866,58333
13157,ZCTA5 13157,282,41250
13158,ZCTA5 13158,619,50865
13159,ZCTA5 13159,1957,71659
13160,ZCTA5 13160,776,64405
13162,ZCTA5 13162,140,-
13163,ZCTA5 13163,147,57917
13164,ZCTA5 13164,808,77083
13165,ZCTA5 13165,4426,51379
13166,ZCTA5 13166,2169,60201
13167,ZCTA5 13167,1310,51154
13202,ZCTA5 13202,2432,15000
13203,ZCTA5 13203,7136,34086
13204,ZCTA5 13204,7920,31735
13205,ZCTA5 13205,7265,30604
13206,ZCTA5 13206,7753,39911
13207,ZCTA5 13207,5190,50464
13208,ZCTA5 13208,8502,35673
13209,ZCTA5 13209,5676,53054
13210,ZCTA5 13210,8069,27690
13211,ZCTA5 13211,2610,45828
13212,ZCTA5 13212,8599,54610
13214,ZCTA5 13214,2961,72841
13215,ZCTA5 13215,5449,90345
13219,ZCTA5 13219,6371,59485
13224,ZCTA5 13224,3535,53021
13290,ZCTA5 13290,0,-
13301,ZCTA5 13301,42,76250
13302,ZCTA5 13302,633,49076
13303,ZCTA5 13303,482,66042
13304,ZCTA5 13304,646,75769
13305,ZCTA5 13305,128,47200
13308,ZCTA5 13308,1204,49000
13309,ZCTA5 13309,2279,53915
13310,ZCTA5 13310,197,45804
13312,ZCTA5 13312,187,49583
13313,ZCTA5 13313,192,40000
13314,ZCTA5 13314,170,41711
13315,ZCTA5 13315,524,56923
13316,ZCTA5 13316,2585,50038
13317,ZCTA5 13317,1518,49609
13318,ZCTA5 13318,462,64274
13319,ZCTA5 13319,292,36600
13320,ZCTA5 13320,858,58182
13321,ZCTA5 13321,516,40694
13322,ZCTA5 13322,432,55938
13323,ZCTA5 13323,4152,61381
13324,ZCTA5 13324,903,43477
13325,ZCTA5 13325,416,50263
13326,ZCTA5 13326,2434,61204
13327,ZCTA5 13327,744,47679
13328,ZCTA5 13328,555,61932
13329,ZCTA5 13329,1647,43810
13331,ZCTA5 13331,87,45250
13332,ZCTA5 13332,1015,50262
13333,ZCTA5 13333,17,33750
13334,ZCTA5 13334,406,62500
13335,ZCTA5 13335,574,59306
13337,ZCTA5 13337,328,69286
13338,ZCTA5 13338,556,50652
13339,ZCTA5 13339,2442,45300
13340,ZCTA5 13340,3203,53831
13341,ZCTA5 13341,53,112891
13342,ZCTA5 13342,108,70000
13343,ZCTA5 13343,720,59306
13345,ZCTA5 13345,69,93173
13346,ZCTA5 13346,1742,75690
13348,ZCTA5 13348,541,52235
13350,ZCTA5 13350,4189,46176
13352,ZCTA5 13352,38,-
13353,ZCTA5 13353,9,35625
13354,ZCTA5 13354,1349,78618
13355,ZCTA5 13355,300,58611
13357,ZCTA5 13357,4298,46283
13360,ZCTA5 13360,41,54375
13361,ZCTA5 13361,297,63125
13362,ZCTA5 13362,75,-
13363,ZCTA5 13363,886,59840
13364,ZCTA5 13364,63,31650
13365,ZCTA5 13365,3243,50183
13367,ZCTA5 13367,3086,57679
13368,ZCTA5 13368,481,46920
13402,ZCTA5 13402,789,52241
13403,ZCTA5 13403,1713,80568
13404,ZCTA5 13404,77,41250
13406,ZCTA5 13406,282,50700
13407,ZCTA5 13407,2129,48125
13408,ZCTA5 13408,952,52162
13409,ZCTA5 13409,938,51923
13410,ZCTA5 13410,101,56250
13411,ZCTA5 13411,1337,46286
13413,ZCTA5 13413,6564,68731
13415,ZCTA5 13415,32,48750
13416,ZCTA5 13416,915,53309
13417,ZCTA5 13417,1650,37427
13418,ZCTA5 13418,100,58750
13420,ZCTA5 13420,528,53938
13421,ZCTA5 13421,5516,46466
13424,ZCTA5 13424,940,54063
13425,ZCTA5 13425,880,48000
13428,ZCTA5 13428,639,40625
13431,ZCTA5 13431,676,54091
13433,ZCTA5 13433,675,46314
13435,ZCTA5 13435,110,58000
13436,ZCTA5 13436,30,56250
13437,ZCTA5 13437,172,50833
13438,ZCTA5 13438,1421,51332
13439,ZCTA5 13439,1563,50775
13440,ZCTA5 13440,16678,51580
13441,ZCTA5 13441,18,-
13450,ZCTA5 13450,31,52396
13452,ZCTA5 13452,1784,41591
13454,ZCTA5 13454,286,37500
13456,ZCTA5 13456,1594,66049
13459,ZCTA5 13459,903,50943
13460,ZCTA5 13460,1850,44471
13461,ZCTA5 13461,1277,58795
13464,ZCTA5 13464,570,42197
13468,ZCTA5 13468,156,58750
13469,ZCTA5 13469,364,80357
13470,ZCTA5 13470,332,41500
13471,ZCTA5 13471,1264,48782
13472,ZCTA5 13472,32,-
13473,ZCTA5 13473,243,55625
13475,ZCTA5 13475,13,-
13476,ZCTA5 13476,1365,64821
13477,ZCTA5 13477,585,47862
13478,ZCTA5 13478,1195,57721
13480,ZCTA5 13480,1427,52813
13483,ZCTA5 13483,103,-
13484,ZCTA5 13484,58,-
13485,ZCTA5 13485,441,39792
13486,ZCTA5 13486,365,56875
13488,ZCTA5 13488,55,50625
13489,ZCTA5 13489,246,51250
13490,ZCTA5 13490,656,62643
13491,ZCTA5 13491,1336,55125
13492,ZCTA5 13492,5079,59583
13493,ZCTA5 13493,663,50521
13494,ZCTA5 13494,104,63333
13495,ZCTA5 13495,850,54583
13501,ZCTA5 13501,14293,33710
13502,ZCTA5 13502,12814,41475
13601,ZCTA5 13601,15212,46365
13602,ZCTA5 13602,114,38000
13603,ZCTA5 13603,3278,42864
13605,ZCTA5 13605,1774,50385
13606,ZCTA5 13606,1111,64698
13607,ZCTA5 13607,707,48606
13608,ZCTA5 13608,554,45000
13612,ZCTA5 13612,887,64877
13613,ZCTA5 13613,1079,50262
13614,ZCTA5 13614,91,25625
13615,ZCTA5 13615,451,56250
13616,ZCTA5 13616,789,54432
13617,ZCTA5 13617,3524,57365
13618,ZCTA5 13618,780,52700
13619,ZCTA5 13619,4175,50701
13620,ZCTA5 13620,739,37083
13621,ZCTA5 13621,215,42788
13622,ZCTA5 13622,890,61905
13623,ZCTA5 13623,10,63333
13624,ZCTA5 13624,2021,65826
13625,ZCTA5 13625,791,56993
13626,ZCTA5 13626,939,48438
13628,ZCTA5 13628,79,44750
13630,ZCTA5 13630,513,51513
13633,ZCTA5 13633,122,69375
13634,ZCTA5 13634,1540,53250
13635,ZCTA5 13635,413,48021
13636,ZCTA5 13636,121,67625
13637,ZCTA5 13637,1828,52379
13638,ZCTA5 13638,145,38920
13639,ZCTA5 13639,106,48750
13640,ZCTA5 13640,196,46667
13641,ZCTA5 13641,34,-
13642,ZCTA5 13642,3572,40619
13643,ZCTA5 13643,0,-
13646,ZCTA5 13646,947,45602
13647,ZCTA5 13647,22,-
13648,ZCTA5 13648,934,44489
13650,ZCTA5 13650,671,60046
13651,ZCTA5 13651,81,105417
13652,ZCTA5 13652,713,58281
13654,ZCTA5 13654,955,51688
13655,ZCTA5 13655,1247,36712
13656,ZCTA5 13656,962,55078
13658,ZCTA5 13658,824,60000
13659,ZCTA5 13659,197,49688
13660,ZCTA5 13660,651,48618
13661,ZCTA5 13661,518,73462
13662,ZCTA5 13662,7257,47394
13664,ZCTA5 13664,139,68125
13665,ZCTA5 13665,323,63068
13666,ZCTA5 13666,99,23917
13667,ZCTA5 13667,1181,42917
13668,ZCTA5 13668,1546,51905
13669,ZCTA5 13669,6143,46905
13670,ZCTA5 13670,198,37083
13672,ZCTA5 13672,337,53359
13673,ZCTA5 13673,933,49205
13674,ZCTA5 13674,40,48854
13675,ZCTA5 13675,54,61548
13676,ZCTA5 13676,5312,50000
13677,ZCTA5 13677,25,-
13678,ZCTA5 13678,96,-
13679,ZCTA5 13679,752,46563
13680,ZCTA5 13680,514,36389
13681,ZCTA5 13681,300,53333
13682,ZCTA5 13682,304,65625
13684,ZCTA5 13684,426,46731
13685,ZCTA5 13685,1009,57212
13687,ZCTA5 13687,189,47292
13690,ZCTA5 13690,328,41591
13691,ZCTA5 13691,1086,58750
13692,ZCTA5 13692,31,57946
13693,ZCTA5 13693,196,45417
13694,ZCTA5 13694,624,70333
13695,ZCTA5 13695,52,100556
13696,ZCTA5 13696,27,-
13697,ZCTA5 13697,814,39167
13730,ZCTA5 13730,1167,51580
13731,ZCTA5 13731,441,48681
13732,ZCTA5 13732,2946,81106
13733,ZCTA5 13733,2170,49821
13734,ZCTA5 13734,886,47065
13736,ZCTA5 13736,800,61827
13739,ZCTA5 13739,326,56818
13740,ZCTA5 13740,230,72500
13743,ZCTA5 13743,1337,57866
13744,ZCTA5 13744,476,59853
13746,ZCTA5 13746,844,51667
13748,ZCTA5 13748,1379,51875
13750,ZCTA5 13750,409,41583
13751,ZCTA5 13751,50,-
13752,ZCTA5 13752,343,54583
13753,ZCTA5 13753,1780,52192
13754,ZCTA5 13754,1434,38690
13755,ZCTA5 13755,537,43438
13756,ZCTA5 13756,182,51250
13757,ZCTA5 13757,524,54123
13760,ZCTA5 13760,19116,54972
13774,ZCTA5 13774,60,33750
13775,ZCTA5 13775,735,52176
13776,ZCTA5 13776,216,55313
13777,ZCTA5 13777,144,63750
13778,ZCTA5 13778,2258,57365
13780,ZCTA5 13780,401,50977
13782,ZCTA5 13782,294,52143
13783,ZCTA5 13783,1069,38625
13784,ZCTA5 13784,41,29712
13786,ZCTA5 13786,186,50625
13787,ZCTA5 13787,1377,44177
13788,ZCTA5 13788,420,49800
13790,ZCTA5 13790,7699,42454
13794,ZCTA5 13794,24,57500
13795,ZCTA5 13795,1470,51987
13796,ZCTA5 13796,602,61458
13797,ZCTA5 13797,764,49400
13801,ZCTA5 13801,633,37426
13802,ZCTA5 13802,235,59438
13803,ZCTA5 13803,1511,58493
13804,ZCTA5 13804,175,55917
13806,ZCTA5 13806,121,40313
13807,ZCTA5 13807,514,49667
13808,ZCTA5 13808,570,53095
13809,ZCTA5 13809,703,52734
13810,ZCTA5 13810,497,44489
13811,ZCTA5 13811,1712,59009
13812,ZCTA5 13812,962,56042
13813,ZCTA5 13813,183,50375
13815,ZCTA5 13815,5420,47031
13820,ZCTA5 13820,7508,46659
13825,ZCTA5 13825,1406,53750
13826,ZCTA5 13826,13,-
13827,ZCTA5 13827,5021,52538
13830,ZCTA5 13830,2174,47679
13832,ZCTA5 13832,231,40313
13833,ZCTA5 13833,1717,55013
13834,ZCTA5 13834,64,71037
13835,ZCTA5 13835,520,50441
13838,ZCTA5 13838,1861,37981
13839,ZCTA5 13839,479,44792
13841,ZCTA5 13841,224,39091
13842,ZCTA5 13842,161,66964
13843,ZCTA5 13843,861,50927
13844,ZCTA5 13844,300,47188
13845,ZCTA5 13845,0,-
13846,ZCTA5 13846,145,31250
13847,ZCTA5 13847,22,-
13849,ZCTA5 13849,1764,43821
13850,ZCTA5 13850,8716,62279
13856,ZCTA5 13856,2577,49201
13859,ZCTA5 13859,114,66250
13860,ZCTA5 13860,26,83250
13861,ZCTA5 13861,116,110375
13862,ZCTA5 13862,1694,60950
13863,ZCTA5 13863,220,56667
13864,ZCTA5 13864,485,38695
13865,ZCTA5 13865,2275,67077
13901,ZCTA5 13901,8252,44089
13902,ZCTA5 13902,8,-
13903,ZCTA5 13903,7726,46021
13904,ZCTA5 13904,3763,47656
13905,ZCTA5 13905,11398,38602
14001,ZCTA5 14001,4070,59197
14004,ZCTA5 14004,4114,70943
14005,ZCTA5 14005,710,58611
14006,ZCTA5 14006,4279,56855
14008,ZCTA5 14008,522,56691
14009,ZCTA5 14009,2325,46857
14011,ZCTA5 14011,2575,64009
14012,ZCTA5 14012,905,55856
14013,ZCTA5 14013,731,53272
14020,ZCTA5 14020,9607,50050
14024,ZCTA5 14024,657,59205
14025,ZCTA5 14025,1358,57585
14026,ZCTA5 14026,350,81375
14028,ZCTA5 14028,646,75242
14030,ZCTA5 14030,652,63421
14031,ZCTA5 14031,3954,81452
14032,ZCTA5 14032,2969,106701
14033,ZCTA5 14033,872,84211
14034,ZCTA5 14034,764,59118
14035,ZCTA5 14035,33,70859
14036,ZCTA5 14036,2078,63661
14037,ZCTA5 14037,418,70000
14039,ZCTA5 14039,43,55313
14040,ZCTA5 14040,839,54119
14041,ZCTA5 14041,60,46389
14042,ZCTA5 14042,1586,42311
14043,ZCTA5 14043,11034,57611
14047,ZCTA5 14047,2577,64485
14048,ZCTA5 14048,6158,36341
14051,ZCTA5 14051,7563,113750
14052,ZCTA5 14052,6664,75388
14054,ZCTA5 14054,562,57679
14055,ZCTA5 14055,568,65321
14057,ZCTA5 14057,3245,70957
14058,ZCTA5 14058,746,63571
14059,ZCTA5 14059,4104,74884
14060,ZCTA5 14060,154,46250
14061,ZCTA5 14061,137,53906
14062,ZCTA5 14062,1290,51341
14063,ZCTA5 14063,5092,51489
14065,ZCTA5 14065,708,49853
14066,ZCTA5 14066,490,53929
14067,ZCTA5 14067,2073,53625
14068,ZCTA5 14068,2774,76579
14069,ZCTA5 14069,362,55278
14070,ZCTA5 14070,2177,38260
14072,ZCTA5 14072,8044,81818
14075,ZCTA5 14075,17906,67063
14080,ZCTA5 14080,1685,65674
14081,ZCTA5 14081,1336,47805
14082,ZCTA5 14082,216,57857
14085,ZCTA5 14085,2561,82351
14086,ZCTA5 14086,12914,79596
14091,ZCTA5 14091,411,52232
14092,ZCTA5 14092,4862,63545
14094,ZCTA5 14094,20233,53029
14098,ZCTA5 14098,1164,56833
14101,ZCTA5 14101,661,52736
14102,ZCTA5 14102,467,93558
14103,ZCTA5 14103,4524,45946
14105,ZCTA5 14105,1754,60486
14108,ZCTA5 14108,2295,57043
14109,ZCTA5 14109,0,-
14111,ZCTA5 14111,1316,56250
14112,ZCTA5 14112,0,-
14113,ZCTA5 14113,289,44886
14120,ZCTA5 14120,18727,59802
14125,ZCTA5 14125,1384,56184
14126,ZCTA5 14126,255,-
14127,ZCTA5 14127,11999,88197
14129,ZCTA5 14129,597,46932
14130,ZCTA5 14130,64,36250
14131,ZCTA5 14131,2057,71051
14132,ZCTA5 14132,2446,65553
14134,ZCTA5 14134,45,78250
14135,ZCTA5 14135,49,46458
14136,ZCTA5 14136,2098,51694
14138,ZCTA5 14138,773,48942
14139,ZCTA5 14139,997,82993
14141,ZCTA5 14141,3148,56114
14143,ZCTA5 14143,500,55610
14145,ZCTA5 14145,661,59837
14150,ZCTA5 14150,18762,52783
14167,ZCTA5 14167,702,60714
14168,ZCTA5 14168,13,-
14169,ZCTA5 14169,67,30875
14170,ZCTA5 14170,1032,73873
14171,ZCTA5 14171,878,50875
14172,ZCTA5 14172,1237,56339
14173,ZCTA5 14173,164,-
14174,ZCTA5 14174,2270,66731
14201,ZCTA5 14201,5614,27369
14202,ZCTA5 14202,1655,44049
14203,ZCTA5 14203,1021,33388
